crab_year,fishery,size,total,target_stock
2021,QO21,111,3,BSSC
2021,QO21,112,5,BSSC
2021,QO21,114,2,BSSC
2021,QO21,115,2,BSSC
2021,QO21,116,2,BSSC
2021,QO21,117,1,BSSC
2021,QO21,120,2,BSSC
2021,QO21,121,2,BSSC
2021,QO21,125,1,BSSC
2021,QO21,127,1,BSSC
2021,QO21,130,2,BSSC
2021,QT21,112,1,WBT
2021,QT21,114,2,WBT
2021,QT21,115,1,WBT
2021,QT21,117,6,WBT
2021,QT21,119,6,WBT
2021,QT21,120,3,WBT
2021,QT21,121,8,WBT
2021,QT21,122,5,WBT
2021,QT21,123,2,WBT
2021,QT21,124,3,WBT
2021,QT21,125,4,WBT
2021,QT21,126,4,WBT
2021,QT21,127,3,WBT
2021,QT21,128,3,WBT
2021,QT21,129,2,WBT
2021,QT21,130,1,WBT
2021,QT21,131,1,WBT
2021,QT21,132,2,WBT
2022,QT22,103,1,WBT
2022,QT22,121,1,WBT
2022,QT22,122,2,WBT
2022,QT22,123,1,WBT
2022,QT22,124,1,WBT
2022,QT22,125,1,WBT
2022,QT22,126,1,WBT
2022,QT22,130,4,WBT
2022,QT22,131,2,WBT
2022,QT22,134,1,WBT
2022,TT22,121,1,EBT
2022,TT22,123,1,EBT
2022,TT22,124,1,EBT
2022,TT22,125,2,EBT
2022,TT22,126,1,EBT
2022,TT22,128,1,EBT
2022,TT22,130,1,EBT
2022,TT22,131,2,EBT
2022,TT22,132,1,EBT
2023,QT23,119,1,WBT
2023,QT23,122,1,WBT
2023,QT23,124,1,WBT
2023,QT23,125,2,WBT
2023,QT23,126,2,WBT
2023,QT23,128,1,WBT
2023,QT23,130,1,WBT
2023,QT23,131,1,WBT
2023,QT23,132,3,WBT
2023,QT23,133,1,WBT
2023,QT23,135,1,WBT
2023,QT23,137,1,WBT
2023,QT23,142,1,WBT
2023,QT23,143,1,WBT
2023,TT23,129,1,EBT
2024,QO24,105,1,BSSC
2024,QO24,107,1,BSSC
2024,QO24,108,1,BSSC
2024,QO24,109,2,BSSC
2024,QO24,110,2,BSSC
2024,QO24,111,4,BSSC
2024,QO24,112,2,BSSC
2024,QO24,113,1,BSSC
2024,QO24,114,4,BSSC
2024,QO24,115,2,BSSC
2024,QO24,117,5,BSSC
2024,QO24,119,7,BSSC
2024,QO24,122,1,BSSC
2024,QO24,123,1,BSSC
2024,QO24,124,2,BSSC
2024,QO24,125,2,BSSC
2024,QO24,126,1,BSSC
2024,QO24,127,1,BSSC
2024,QO24,128,1,BSSC
2024,QO24,129,1,BSSC
2024,QO24,130,4,BSSC
2024,QO24,131,3,BSSC
2024,QO24,133,4,BSSC
2024,QO24,134,2,BSSC
2024,QO24,135,2,BSSC
2024,QO24,136,1,BSSC
2024,QO24,140,1,BSSC
2024,QO24,141,2,BSSC
2024,QT24,117,1,WBT
2024,QT24,118,1,WBT
2024,QT24,122,2,WBT
2024,QT24,123,1,WBT
2024,QT24,124,4,WBT
2024,QT24,125,1,WBT
2024,QT24,126,1,WBT
2024,QT24,127,3,WBT
2024,QT24,128,5,WBT
2024,QT24,129,2,WBT
2024,QT24,130,4,WBT
2024,QT24,131,3,WBT
2024,QT24,132,3,WBT
2024,QT24,133,2,WBT
2024,QT24,134,2,WBT
2024,QT24,135,2,WBT
2024,QT24,136,3,WBT
2024,QT24,137,5,WBT
2024,QT24,138,1,WBT
2024,QT24,139,1,WBT
2024,QT24,140,2,WBT
2024,QT24,141,2,WBT
2024,QT24,142,3,WBT
2024,TT24,127,1,EBT
2024,TT24,129,1,EBT
2024,TT24,139,1,EBT
2024,TT24,141,1,EBT
2024,TT24,143,1,EBT
